,Text,Tokens,Labelled_topic
896,We ordered the product...our dog loves them...but no one cares if its 100 degrees outside.  recieved in one big melted ball.  thought they would ship in dry ice.  If its summer or hot in your area dont order them !!,"['dog', 'degree', 'big', 'ball', 'thought', 'dry', 'ice', 'summer', 'hot', 'area', 'dont']",0
903,"I started loving Oolong tea after I discovered a bottled product called 'Tejava'. That product is over a dollar for a 12 ounce bottle. I needed something less expensive so I tried this 'Prince of Peace' brand Oolong.  After a few brewing experiments, I now love this stuff.  What I have learned; If brewing as 'sun tea' this type of tea seems to come out very weak. If you put this tea in boiling water, it may come out bitter.  I now heat up my water in a microwave until it is, very hot to the touch, but no way near boiling. I then put in the tea bags and let it brew for about twenty minutes (I like strong tea). I have, to my taste, duplicated the 'Tejava' brew at a fraction of the original cost.  Enjoy  Ken","['tea', 'bottled', 'dollar', 'ounce', 'bottle', 'expensive', 'peace', 'brand', 'brewing', 'experiment', 'stuff', 'brewing', 'tea', 'type', 'tea', 'weak', 'tea', 'water', 'bitter', 'water', 'microwave', 'hot', 'touch', 'way', 'tea', 'bag', 'minute', 'strong', 'tea', 'brew', 'fraction', 'original', 'cost', 'enjoy']",0
945,"Very tasty slightly smokey tea as appropriate to this type.  A little dusty (thus the 4 stars vs. 5), but did not seem to seriously effect flavor.  Would recommend to others for the price.  Organic is a plus.","['smokey', 'tea', 'appropriate', 'type', 'little', 'dusty', 'star', 'effect', 'flavor', 'price', 'organic', 'plus']",0
973,"I'm trying to get more whole grains in my diet, and try as I might, I detest whole grain bread. These crackers are a wonderful substitute - crisp and pretty tasty as well! I love them with cheese. The only reason I knocked off a star is once you unwrap the package, you really need to put the whole thing in a Ziplock bag. There's no way to reseal so they stay fresh.","['grain', 'diet', 'detest', 'grain', 'cracker', 'wonderful', 'substitute', 'crisp', 'cheese', 'reason', 'star', 'package', 'thing', 'ziplock', 'bag', 'way', 'fresh']",0
980,"It taste good! But 30 bags seems too much for me, so ,,,,Share with your friends! Also suggest other flavor of Indomie noddles","['bag', 'friend', 'flavor', 'indomie', 'noddle']",0
981,"I've bought this product many times and this time (11/10) they are old or defective.  The bags don't puff up and rinds are flat, stale & burn when cooked.  I've tried different time settings and in different microwaves.  I'm very dissapointed as this is a product I've been ordering for years.  Guess I'll have to call them and complain.","['time', 'time', 'old', 'defective', 'bag', 'rind', 'flat', 'stale', 'burn', 'different', 'time', 'setting', 'different', 'microwave', 'year', 'guess']",0
983,"This is the first review I have ever done, but I could not let this one go bye. This was the worst ever, save your money.","['review', 'bye', 'worst', 'money']",0
996,The plant arrived dead.  It cost as much to ship.  I did not want to hassle with any kind of return.  I should know better than to buy a plant on line.,"['plant', 'dead', 'kind', 'return', 'better', 'plant', 'line']",0
1000,I bought these from a large chain pet store. after reading the reviews I checked the bag... made in China. I threw the whole bag away. I wish I would have read the reviews first!,"['large', 'chain', 'pet', 'store', 'review', 'bag', 'china', 'bag', 'wish', 'review']",0
1006,"Based on the reviews, I ordered a 6 pack of these.  BAD IDEA. We have tried a number of different varieties of pods,  these are by far the worst. This stuff is so bad no one here will drink it. You might want to buy one bag and try it before ordering a 6 pack.","['review', 'pack', 'bad', 'idea', 'number', 'different', 'variety', 'pod', 'worst', 'stuff', 'bad', 'bag', 'pack']",0
1010,I love this tea which has a deep cinnamon aroma and taste.  It's equally good as an iced tea.  Full marks!,"['tea', 'deep', 'cinnamon', 'aroma', 'iced', 'tea', 'mark']",0
1014,"These graham crackers are a lot better tasting than the organic graham crackers that I have tried. And compared to other brands (generic) I much prefer the crunchy sweetness of Honey Maid. The graham crackers taste so fresh and are the best for dunking in milk or tea. I love these as an alternative to cookies. Fortunately, the packaging ensures that the last graham cracker is as good and crispy as the first one. The portable and palatable treats are great for kids or anyone on the go (and for making perfectly shaped s'mores).","['graham', 'cracker', 'lot', 'organic', 'graham', 'cracker', 'brand', 'generic', 'crunchy', 'sweetness', 'honey', 'graham', 'cracker', 'fresh', 'best', 'milk', 'tea', 'alternative', 'cooky', 'packaging', 'graham', 'cracker', 'crispy', 'portable', 'palatable', 'treat', 'kid']",0
1018,"I really love herbal tea, especially orange and mandarin. But all of Teekanne's teas were tasteless and even if you put two packages in a cup of tea you still get no taste. Now I have three packages of Teakanne (2 relaxing and 1 energizing) and I don't know what to do with it. Surely will not drink it.","['herbal', 'tea', 'orange', 'mandarin', 'teekanne', 'tea', 'tasteless', 'package', 'cup', 'tea', 'package', 'teakanne', 'relaxing', 'energizing']",0
1055,"I love salt & vinegar kettle chips so I decided to try these after reading good reviews. When I received them, I noticed from the very first bag that over half of the chips were inedible due to rotten potatoes! I know how kettle chips should look, and I know what normal marks look like on chips. These were rotten. After waiting over a month for a response from the company, I finally found a phone number and called them, only to be told there was nothing they could do. The sad thing is, the chips that were edible were actually flavorful and tasty. Obviously they just don't care about consistent quality, so stay away from these chips!","['salt', 'vinegar', 'kettle', 'chip', 'review', 'bag', 'half', 'chip', 'inedible', 'potato', 'kettle', 'chip', 'normal', 'mark', 'chip', 'rotten', 'response', 'company', 'phone', 'number', 'sad', 'thing', 'chip', 'edible', 'flavorful', 'consistent', 'chip']",0
1070,I like that these are all individually packages. They are great to snack on or share with other. Great flavors!,"['package', 'share', 'flavor']",0
1075,"My husband and I are coffee and tea freaks!  We'll try just about anything once.  I really like this tea, even if it's not Christmas.  Very smooth, the mint finish is very nice.  The ginger note is subdued, and not overpowering as I thought it might be.  Well worth trying at least once.","['husband', 'coffee', 'tea', 'freak', 'tea', 'mint', 'finish', 'ginger', 'note', 'worth']",0
1077,"I carefully read all the reviews on this Item before ordering! I must say, there are not that many real Tea drinkers writing reviews for this particular Item. Sure, if you are a Lipton dipper, this is a great tea. But if you know what a quality tea should offer, you would not have given this product more than 2-Stars. The Aroma when first open the bag, is quiet decent, but when the tea is Brewed, the flavor is a disaster. It is basically a lipton like flavor. The color, is also unlike a good quality Earl-gray! Which it should have an amber color, that can be anywhere from light, to deep end of the spectrum, depending if the tea is a Single Body, or need to be mixed with another tea for potentiation of Color.  At last, the tea leaves are not uniformly sized, which basically means this tea is probably a mixture of low quality teas, just flavored as Earl-Gray!  Coffee Bean direct should consider offering a better tea, for a few more $$$!!! At least 2Lb of tea would be worth Brewing!","['review', 'item', 'real', 'tea', 'drinker', 'review', 'particular', 'item', 'sure', 'lipton', 'dipper', 'tea', 'tea', 'aroma', 'bag', 'quiet', 'decent', 'tea', 'flavor', 'disaster', 'lipton', 'flavor', 'color', 'earl-gray', 'amber', 'color', 'light', 'deep', 'end', 'spectrum', 'tea', 'single', 'body', 'mixed', 'tea', 'potentiation', 'color', 'tea', 'leaf', 'tea', 'mixture', 'low', 'tea', 'earl-gray', 'coffee', 'bean', 'direct', 'better', 'tea', 'tea', 'worth', 'brewing']",0
1100,"These breadsticks were wonderful with hummus and spinach dip. Wonderfully light and crisp with just a hint of herbs. I'll also add addicting! I rated it only a 4 star because the shipping was careless. Half the boxes contained broken breadsticks and I really wanted to serve them upright. Hopefully, Amazon will take note and ship with padding next time.","['breadstick', 'wonderful', 'hummus', 'spinach', 'dip', 'light', 'crisp', 'hint', 'herb', 'star', 'shipping', 'careless', 'box', 'broken', 'breadstick', 'upright', 'note', 'ship', 'time']",0
1106,"Coffee was burnt, had a bad aftertaste, and very acidic.  note sure if a bad batch but this was not good coffee.","['coffee', 'bad', 'aftertaste', 'acidic', 'note', 'sure', 'bad', 'batch', 'coffee']",0
1124,after opening numerous bags I found that none of the chips had any flavoring on them. completely plain and gross. how does this even happen?,"['numerous', 'bag', 'chip', 'flavoring', 'gross']",0
1135,"I don't enjoy giving products a bad review but I was so disappointed I had to.  I've tried quite a few teas and I've been able to drink teas that others say taste like dirty dish water so I can get down some pretty harsh teas.  I usually don't use any type of sweeteners either because I drink my tea right before bed.  I've tried to give this tea a chance.  Ive tried it with sugar, honey and lemon and masking the flavor with vanilla and a little milk.  To me, this tea smells like dirty feet and probably tastes like them too.  I've also tried straight chamomile teas before too so I know it's not that.  I would rather eat the plant itself than drink this tea.  I haven't tried any other Twinings products so this review is strictly for this product.","['product', 'bad', 'review', 'disappointed', 'tried', 'tea', 'able', 'tea', 'dirty', 'dish', 'water', 'harsh', 'tea', 'type', 'sweetener', 'tea', 'right', 'bed', 'tea', 'chance', 'ive', 'sugar', 'honey', 'lemon', 'flavor', 'vanilla', 'little', 'milk', 'tea', 'dirty', 'foot', 'taste', 'tried', 'chamomile', 'tea', 'plant', 'tea', 'twinings', 'product', 'review']",0
1145,"Cracker Jacks were horrible--stale, not crunchy and tasted awful even though the expiration date on the package had not expired","['cracker', 'jack', 'horrible', 'stale', 'crunchy', 'awful', 'expiration', 'date', 'package']",0
1147,Pleasant fresh tasting coconut. Smells good when you open the bag and smells good a week later when I finish it.,"['pleasant', 'fresh', 'tasting', 'coconut', 'smell', 'bag', 'smell', 'week']",0
1155,"I bought this green tea because it is organic. I knew I was getting a healthy product but what I got was much more. The taste is really good. It is fresh, smooth and full bodied. You will be pleased with this high quality tea. What a nice surprise. Note: This Bigelow product comes 40 bags to a box and 4 tea bags to a wrapper.","['green', 'tea', 'organic', 'healthy', 'fresh', 'smooth', 'high', 'surprise', 'note', 'bigelow', 'bag', 'box', 'tea', 'bag', 'wrapper']",0
1164,"Once again I find myself trying to like Tazo herbal teas, but they keep putting licorice in teas where is just doesn't seem to belong, to me anyway.  This is another example where I expected a lovely flavored tea and the licorice flavor is so strong, it's just about all I can taste.  I guess I'll just give up on Tazo - who ever blends all their teas has radically different taste buds than mine!","['tazo', 'herbal', 'tea', 'licorice', 'tea', 'example', 'tea', 'licorice', 'flavor', 'strong', 'guess', 'tazo', 'tea', 'different', 'bud']",0
1176,"I've ordered most of the cheaper Tea's Etc add on teas and all have been great both in terms of flavor AND value. I cold brew using disposable tea filters closed with toothpicks in  Takeya Airtight Drink Maker Pitcher / Jug, Set of Two  and it works wonderfully. (Those jugs are great, even better if you can still find them half price at Costco.)  I'm glad I ordered this when I did, the price has more than doubled! I'd still say it's a GREAT value. This is my go to tea when I want something with a little more flavor than ""regular"" black tea. I don't sweeten my tea, but I think this would be a perfect sweet tea for a hot day. The orange flavor is very palatable unlike some others. It's noticeable without being pungent or artificial. It also isn't spiced like many other orange teas.","['cheaper', 'tea', 'tea', 'term', 'flavor', 'value', 'brew', 'disposable', 'tea', 'filter', 'toothpick', 'takeya', 'airtight', 'drink', 'maker', 'pitcher', 'jug', 'jug', 'better', 'half', 'price', 'costco', 'price', 'value', 'little', 'flavor', 'regular', 'black', 'tea', 'tea', 'perfect', 'sweet', 'tea', 'hot', 'orange', 'flavor', 'palatable', 'noticeable', 'pungent', 'artificial', 'orange', 'tea']",0
1181,"Lipton does taste good but it's not a good quality tea! If you open the tea bag you'll see their not tea leaves but tea dust (cheep). Even the loos lipton tea is described as being ""broken down so you need a fine filter to strain it."" When you steep good tea it should unfurl and look like spinach!  They say this tea comes to $0.57 an oz?!?!?! Lets do the math. $27.54 devided by 8oz = $3.44. I buy my tea from Set to a Tea [...]). It's really good tea with flavoring and dried fruit pices. It comes to $3 an oz for a tin or $2.57 for a refill. Weather you buy it loose or in bags you get the same quality tea! I went to a tea party last year (like a tupperware party but more fun) where the chick told us all about the different kinds of tea and gave us samples.","['lipton', 'tea', 'tea', 'bag', 'tea', 'leaf', 'tea', 'loo', 'lipton', 'tea', 'fine', 'filter', 'tea', 'spinach', 'tea', 'oz', 'let', 'math', 'tea', 'tea', 'tea', 'flavoring', 'fruit', 'pices', 'oz', 'tin', 'refill', 'weather', 'loose', 'bag', 'tea', 'tea', 'party', 'tupperware', 'party', 'fun', 'chick', 'different', 'kind', 'tea', 'sample']",0
1185,"Only good use for these would be: In case of poisoning, use to induce vomiting!","['use', 'case', 'use']",0
1187,"Great taste, Ive tried many types of protein, this one was by far the best Ive ever had.","['ive', 'type', 'protein', 'best', 'ive']",0
1189,"The ones I received were mostly yellowish in color with some light green instead of dark green, dry and somewhat stale, they may have been in a warehouse longer that they should have!","['one', 'yellowish', 'color', 'light', 'green', 'dark', 'green', 'dry', 'stale', 'warehouse', 'longer']",0
1202,"I've ordered several davidson's tea and they have all been exception. Except this order of decaf green tea tasted like rotten tea, maybe I just got a bad bag.","['davidson', 'tea', 'exception', 'decaf', 'green', 'tea', 'rotten', 'tea', 'bad', 'bag']",0
1211,"I really like the fruity taste of this tea - so much so that I can actually drink it without sugar.  If you like fruity teas, you should try this product.","['fruity', 'tea', 'sugar', 'fruity']",0
1213,"My wife introduced me to these - we bought them at the Japanese store in Epcot.  After we'd eaten the two we bought, I wanted to find them on the web, so I was pleased to see you could get them at Amazon.  This is a tasty noodle dish.  It's not what I first thought - a soup.  It is really noodles, with a spicy mustard, mayo, soy sauce mix.  It's easy to prepare as well - the ingredients are all with the pack and it just requires boiling water.  The container is pretty neat too - a built in strainer that lets you prepare the noodles and then drain the water without needing any additional utensils or bowls.  It's a little expensive if you just want ramen noodles - it's much more exotic IMO.  Try it!","['wife', 'japanese', 'store', 'epcot', 'web', 'pleased', 'noodle', 'dish', 'soup', 'noodle', 'spicy', 'mustard', 'mayo', 'soy', 'mix', 'ingredient', 'pack', 'boiling', 'water', 'container', 'pretty', 'strainer', 'noodle', 'water', 'additional', 'utensil', 'little', 'expensive', 'ramen', 'exotic', 'imo', 'try']",0
1225,Two of the three plants were dying and are now dead. They all were tiny!!! They are suppose to catch flies but not one fly has been caught because they couldn't even fit in the bloom.  Rip Off!!! Do not do business with this vendor...,"['plant', 'dead', 'tiny', 'suppose', 'fly', 'fly', 'bloom', 'rip', 'business', 'vendor']",0
1234,When summer comes I am constantly drinking ice tea.  Last summer I was told to stay away from caffeinated beverages.  What was I going to do without my ice tea?  I looked in Amazon.com and WOW!  Amazon had Lipton Tea Bags and they were DECAFFEINATED!  I was saved!!!!  I ordered some and I have been enjoying my ice tea ever since.,"['summer', 'ice', 'tea', 'summer', 'beverage', 'ice', 'tea', 'tea', 'bag', 'ice', 'tea']",0
1254,"If it were possible to give this product zero stars, I would have done so.  I am a huge fan of Twinings teas, and was very excited to try this new blend.  After arriving home from the grocery, I immediately started the kettle to enjoy a cup while prepping dinner.  Between sorting, washing, and chopping items, the hot water was added to the bag to steep.  Preparation continued, until a distinctly off odor hit me.  I thought one of my ingredients must be rancid!  I hunted around for almost four minutes before I realized it was the tea.  Even after cleaning up, and airing out the kitchen, my roommate later came in and asked about the smell.  Save your money to purchase ANY other Twinings product.","['possible', 'star', 'huge', 'fan', 'twinings', 'tea', 'excited', 'new', 'blend', 'home', 'grocery', 'kettle', 'cup', 'dinner', 'item', 'hot', 'water', 'bag', 'preparation', 'odor', 'ingredient', 'rancid', 'minute', 'tea', 'kitchen', 'roommate', 'smell', 'money', 'twinings']",0
1275,"This tea tastes wonderful by itself with a little honey or stevia, if you are counting calories or carbs.  For a real treat, mix it with a little peppermint tea.  Bigelow makes a Morroccan Mint that is really great for this particular mix, but it is not available on Amazon (yet).","['tea', 'wonderful', 'little', 'honey', 'calorie', 'carbs', 'real', 'treat', 'little', 'peppermint', 'tea', 'bigelow', 'morroccan', 'mint', 'particular', 'mix', 'available']",0
1287,"Great Keurig tea pods.  This is not chai latte, so don't expect white milky beverages.  This is just tea flavored with chai spices.  I suppose if you add hot milk you could make a decent chai latte though, but I haven't tried it yet.  Very bright flavors, but not overpowering.","['keurig', 'tea', 'pod', 'chai', 'latte', 'white', 'milky', 'beverage', 'tea', 'chai', 'spice', 'hot', 'milk', 'decent', 'chai', 'latte', 'bright', 'flavor']",0
1294,"i had a second plant to replace the first one. it to came in sad shape, i should of went to a local nursery at least then i would of got a good plant. dont waste your time with this vender.","['second', 'plant', 'sad', 'shape', 'local', 'nursery', 'plant', 'dont', 'time', 'vender']",0
1301,"Bigelows only red tea (so far) is pear. The flavor is excellent, no caffeine, and its organic. The pear flavor is light and doesnt taste artificial (because its not). I have about 20 red teas that I drink regularly because it so low in tannins and doesnt aggravate my illness. Bigelows Asian Pear is one of my favorites.","['bigelows', 'red', 'tea', 'pear', 'flavor', 'excellent', 'caffeine', 'organic', 'pear', 'flavor', 'light', 'doesnt', 'artificial', 'red', 'tea', 'low', 'tannin', 'doesnt', 'illness', 'asian', 'pear', 'favorite']",0
1309,"This is my favourite tea! At work, I sometimes cannot get to it right away and it doesn't matter how long it sits, it doesn't get that bitter bitter ""like your drinking a dandelion"" taste. It's refreshing and I can't start my day without it!","['favourite', 'tea', 'work', 'long', 'bitter', 'bitter', 'dandelion']",0
1310,"The leaf in the bag and the overall packaging quality is good but no one in our family and group of friends likes the taste.  Since it has all the other positive reviews, I've been subjecting people to it off and on since my July purchase trying to find at least one person to say it tastes good - with no luck.  It doesn't taste like peaches to us; it has an off taste that makes our gang say yuck.  We like many different kinds of flavored hot tea and switch between drinking black or green iced tea (usually decaf and usually made as sun tea). Some of us add sweetener; some of us don't. We like peaches both fresh and canned. For these reasons, I can't blame our dislike of the taste on the simple fact that it is flavored and a green tea.  Maybe the passion fruit in it someone else mentioned ""isn't our cup of tea""?","['leaf', 'bag', 'overall', 'packaging', 'family', 'group', 'friend', 'positive', 'review', 'people', 'july', 'purchase', 'person', 'luck', 'peach', 'gang', 'different', 'kind', 'flavored', 'hot', 'tea', 'switch', 'black', 'green', 'iced', 'tea', 'decaf', 'sun', 'sweetener', 'peach', 'fresh', 'reason', 'dislike', 'simple', 'fact', 'green', 'tea', 'passion', 'fruit', 'cup', 'tea']",0
1318,i love tazo teas i dont really like friuty ones but this one is okay it is tart so i have to over sweeten it its not one ove my favs,"['tazo', 'tea', 'like', 'friuty', 'one', 'favs']",0
1320,Love the fact you can make as much or as little as you need.  You don't have to open the can and waste 1/2 the can.  They taste just a good as coming out of a can!,"['fact', 'little']",0
1364,I really like black tea and this is a great taste substitute while pregnant.  I had to brew it stronger than recommended but it's great.,"['like', 'black', 'tea', 'substitute', 'pregnant', 'stronger']",0
1372,This syrup is an amazing addition to any kitchen. It's delicious and smooth and goes very well with chai tea.,"['syrup', 'amazing', 'addition', 'delicious', 'smooth', 'chai', 'tea']",0
1377,My family makes a lot of ice tea during the summer.  We are not able to find affordable/quality loose tea in our community.  Lipton's loose tea is the best!,"['family', 'lot', 'ice', 'tea', 'summer', 'able', 'loose', 'tea', 'community', 'loose', 'tea', 'best']",0
1390,"Make it hot, then enjoy it as hot tea or add ice cubes for iced tea. The varied flavors give you an opportunity to try out different flavors. Celestial knows how to make good tea!","['hot', 'hot', 'tea', 'ice', 'cube', 'iced', 'tea', 'varied', 'flavor', 'opportunity', 'different', 'flavor', 'celestial', 'tea']",0
1391,"Okay, so it doesn't taste exactly like pumpkin.  It does sort of have a pumpkin essence, however.  Maybe it just sort of smells pumpkin-y.  Either way, the tea is delicious.  My co-workers tease me about how many cups a day of it that I drink.  Personally, I like it with a packet of  Truvia,Natura's Calorie-Free Sweetener  1  Ounce Packages (Pack of 400)  or  NuNaturals Nustevia Nocarbs Blend, 50 Packets .  As far as the comment another reviewer made about the black tea tasting like Lipton's, maybe that makes it more authentic.  It is said that chai tea was first created in India to make undrinkable tea bearable.","['sort', 'pumpkin', 'essence', 'sort', 'smell', 'pumpkin-y', 'way', 'tea', 'delicious', 'co-worker', 'packet', 'truvia', 'natura', 'calorie-free', 'sweetener', 'ounce', 'package', 'pack', 'nunaturals', 'nustevia', 'nocarbs', 'blend', 'packet', 'comment', 'reviewer', 'black', 'tea', 'lipton', 'authentic', 'chai', 'tea', 'india', 'undrinkable', 'tea', 'bearable']",0
1403,I love this TEA. It has a very smooth taste and not bitter like other kind of tea. I do agree that the string seems to come apart easily but I can live with that. No big deal! The quality of TEA makes up for that.,"['tea', 'smooth', 'bitter', 'kind', 'tea', 'string', 'big', 'deal', 'tea']",0
1417,Bought this after reading the good reviews - not sure if it has to do only with my package but rice and lentil mix literally has a smell of mold. I actually opened two containers to make sure it wasn't just my nose playing tricks on me. I love this brand and I am very disappointed.,"['review', 'sure', 'package', 'rice', 'lentil', 'mix', 'smell', 'mold', 'container', 'sure', 'nose', 'playing', 'trick', 'brand', 'disappointed']",0
1419,"Expensive but so far is the best green tea I could find. Coconut green is my favorite flavor, amazing. I will definitely order more.","['expensive', 'best', 'green', 'tea', 'coconut', 'green', 'favorite', 'flavor']",0
1429,I like Kettle chips but was really disappointed with this order because they were over cooked.  I bought a bigger sized bag from Costco and the chips were all cooked perfectly. So I don't know why these were different. Will never buy these chips from here again.,"['kettle', 'chip', 'disappointed', 'bigger', 'sized', 'bag', 'costco', 'chip', 'different', 'chip']",0
1431,"I've never ordered canned goods online before this so I was nervous. Boy, what a great experience! I don't have access to a Asian market where I am and I really wanted to make masaman rather than order take out. I followed the recipe on the can, reducing it by half as was recommended in one of the reviews. It was really flavorful and a tad spicy, I might even try a quarter of the amount next time. So happy that this worked out!","['canned', 'good', 'online', 'nervous', 'boy', 'experience', 'access', 'asian', 'market', 'masaman', 'recipe', 'half', 'review', 'flavorful', 'tad', 'spicy', 'quarter', 'time', 'happy']",0
1436,I personally use it to make iced tea. It tastes great with a little sweetner. Tha acai is not overpowering as in other teas I've tried.,"['iced', 'tea', 'little', 'sweetner', 'tha', 'acai', 'tea']",0
1439,"Is that these are 60 calories per serving, however, in all honesty, I didn't make it through a full serving.  I was excited about these, they looked like a ""grown up graham cracker"".  First problem was the smell. They smelled like melted plastic, and something else I'd hesitate to even guess what it is, but it's bad. I bravely pulled out one small crisp, hoping that maybe it was the packaging that had the ... aroma. It was not. The crisp itself smells horrific. I figured there was no way it could taste as bad as it smelled. Second problem is that I was very, very wrong about that. They have a funky, chemical taste that just defies description. The aftertaste is sort of like a skunky/chewing on a plastic pen cap that went thru the wash/wet cardboard kinda taste. Seriously, it was awful.  I tasted these about 45 minutes ago, and after drinking an entire bottle of water AND brushing my teeth, I CAN STILL TASTE IT.  I'm glad these were an add-on, but they are still absolutely terrible. Their only redeeming quality is that they are cute. Not one single member of my family will actually eat them though, so this was definitely a waste of 3$. Had I known they would be this awful, I'd have just got a second bag of  Hi I'm Skinny Sticks, Sweet Onion Multigrain, 7-Ounce . Only 30 cent more than these, but MILES better in taste.","['calorie', 'honesty', 'serving', 'graham', 'cracker', 'problem', 'smell', 'plastic', 'bad', 'small', 'crisp', 'packaging', 'aroma', 'crisp', 'horrific', 'way', 'bad', 'second', 'problem', 'wrong', 'funky', 'chemical', 'description', 'aftertaste', 'sort', 'plastic', 'pen', 'cap', 'cardboard', 'kinda', 'awful', 'minute', 'entire', 'bottle', 'water', 'teeth', 'glad', 'add-on', 'terrible', 'redeeming', 'cute', 'single', 'member', 'family', 'waste', 'awful', 'second', 'bag', 'hi', 'stick', 'sweet', 'onion', 'multigrain', '7-ounce', 'cent', 'mile']",0
1443,"I usually use Twinings English breakfast loose tea.  This was a poor substitute for that.  This tea has a strong, earthy taste, almost like dirt rather than tea.","['twinings', 'english', 'breakfast', 'loose', 'tea', 'poor', 'substitute', 'tea', 'strong', 'earthy', 'dirt']",0
1465,"If you enjoy a bowl of ramen noodle soup, but are looking for something healthier, this is for you. I just whipped up some of this with tofu and veggies yeterday. Just make sure not to overcook it, because it'll be less tasty.","['bowl', 'ramen', 'noodle', 'soup', 'healthier', 'tofu', 'veggie', 'sure']",0
1472,I had wanted to try this tea and the combination of teapot and tea was irrestible. The tea is very good and the teapot is great when it is just myself sitting down and relaxing. I have used the large bamboo container to set out guest tea selections in my home and the small container to carry tea with me camping. I would also recomend this as a gift to someone special.,"['tea', 'combination', 'teapot', 'tea', 'irrestible', 'tea', 'teapot', 'large', 'bamboo', 'container', 'guest', 'tea', 'selection', 'home', 'small', 'container', 'tea', 'gift', 'special']",0
1501,"These noodles are very tasty and light.  Not fried or greasy, lots of vegies.  A great lunch to go that won't fatten me up!  Love them!","['noodle', 'light', 'greasy', 'lot', 'vegies', 'lunch']",0
1520,"Smells more like blueberry than it tastes. However, it make a great iced tea and sweetens nicely with agave syrup. I enjoy it.","['smell', 'blueberry', 'iced', 'tea', 'agave', 'syrup']",0
1528,Without my miracle noodles I would go crazy.  My cravings pasta are under control with Miracle Noodles!!  They are delicious with any sauce or olive oil.,"['miracle', 'noodle', 'crazy', 'craving', 'pasta', 'control', 'miracle', 'noodle', 'delicious', 'sauce', 'olive', 'oil']",0
1532,"Tasted this at a tea, came home and ordered the loose and the sachets.  I've shared some with a friend.  Harney makes wonderful tea.","['tea', 'home', 'loose', 'sachet', 'friend', 'harney', 'wonderful', 'tea']",0
1533,"If you are looking for a fantastic glass of iced tea WITHOUT the fuss, this product is for you! Just add water, your favorite sweetner, and enjoy!","['fantastic', 'glass', 'iced', 'tea', 'fuss', 'water', 'favorite', 'sweetner', 'enjoy']",0
1534,"It's not an amazing tea. It's an ""okay"" tea. I buy regular green tea at asia market for way cheaper price and I get same result. I look for saving money. Will not repurchase.","['amazing', 'tea', 'okay', 'tea', 'regular', 'green', 'tea', 'asia', 'market', 'way', 'cheaper', 'price', 'result', 'money']",0
1564,"Provided you use clean (preferably purified) water to cook this, it can be a great tasting hold over to a main meal. Far superior to most instant noodle packages out there and for the most part, gluten and meat free (except for the shrimp flavor).  While some people have remarked on the ""over-sized"" packaging, this actually allows for a good and thorough mixing of the flavor packets and noodles with little chance of spillage.  While the coconut ginger variety tastes good, it may be a bit too subtle for those looking for an actual ""taste of THAI."" I'd recommend the Thai Peanut noodles for those seeking something with a bit more of a pronounced Thai flavor and highly recommend The A Taste Of Thai Peanut Salad Dressing (added to salads, meats or the Peanut Noodles) for a very spicy Thai experience.  Overall for the taste and quantity, the subscribe and save offer provides the best deal. Comparatively speaking in terms of price, Wal-Mart offers most of these noodles a few cents cheaper (compared to the subscription price) but do not seem to carry the Coconut Ginger Variety. At least not at the store near me.  If you haven't tried this brand of instant noodles yet, I think you'll be in for a treat.","['clean', 'purified', 'water', 'tasting', 'hold', 'main', 'meal', 'superior', 'instant', 'noodle', 'gluten', 'meat', 'free', 'shrimp', 'flavor', 'people', 'over-sized', 'packaging', 'thorough', 'mixing', 'flavor', 'packet', 'noodle', 'little', 'chance', 'spillage', 'coconut', 'ginger', 'variety', 'bit', 'subtle', 'actual', 'thai', 'thai', 'peanut', 'noodle', 'bit', 'pronounced', 'thai', 'flavor', 'thai', 'peanut', 'salad', 'meat', 'peanut', 'noodle', 'spicy', 'thai', 'experience', 'overall', 'quantity', 'subscribe', 'offer', 'best', 'deal', 'term', 'price', 'wal-mart', 'noodle', 'cent', 'subscription', 'price', 'coconut', 'ginger', 'variety', 'store', 'brand', 'instant', 'noodle', 'treat']",0
1607,I bought these for a bridal shower for gift bags.  I received the item quickly and the chocolate was perfectly wrapped.  Another review noted that some of the wrappers were broken.  I only had maybe 1 where I had to fix the wrapper.  I thought they looked great.  I am giving it 4 stars only because I do feel as though it's overpriced for what you get.,"['bridal', 'shower', 'gift', 'bag', 'item', 'chocolate', 'review', 'wrapper', 'wrapper']",0
1632,"My wife is a tea lover.  She finds Stash Premium White Christmas Tea soothing & delightful.  I thought the price was great, too.","['wife', 'tea', 'lover', 'stash', 'premium', 'white', 'christmas', 'tea', 'delightful', 'price']",0
1636,"Delicious loose earl grey tea.  I use it for making iced tea, my favorite.  Check out the Adagio IngenuiTEA brewer available here on Amazon for a great tea making setup.  My only wish is that Amazon stocked it in a bigger size.  I'm running out of ideas for things to do with all the dozens of little metal tea boxes i have around the house now.  Good for storing electronic cables, screws, poker chips, etc...  Loose tea is much better than bagged tea... more room for the leaves to brew.","['delicious', 'loose', 'earl', 'grey', 'tea', 'iced', 'tea', 'favorite', 'check', 'adagio', 'ingenuitea', 'brewer', 'available', 'tea', 'wish', 'bigger', 'size', 'idea', 'thing', 'dozen', 'little', 'metal', 'tea', 'box', 'house', 'electronic', 'cable', 'screw', 'chip', 'loose', 'tea', 'better', 'tea', 'room', 'leaf']",0
